goal	rule	score
parent(Z, harry_potter)	parent(james_potter, harry_potter)	1
enemy(P, _EX3)	enemy(gilderoy_lockhart, severus_snape)	1
parent(X, Y)	parent(hermione_granger, hugo_weasley)	1
squib(argus_filch)	squib(argus_filch)	1
house(P, X)	house(slytherin, vincent_crabbe)	1
member_of(Y, order_of_the_phoenix)	member_of(severus_snape, order_of_the_phoenix)	1
ancestor(P, _EX1)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	1
muggleborn(Z)	muggleborn(colin_creevey)	1
parent(Y, _EX3)	parent(harry_potter, james_sirius_potter)	1
enemy(Z, _EX1)	enemy(draco_malfoy, ron_weasley)	1
enemy(_EX2, _EX0)	enemy(gilderoy_lockhart, hermione_granger)	1
muggleborn(_EX0)	muggleborn(hermione_granger)	1
enemy(X, Y)	enemy(dolores_umbridge, fred_weasley)	1
hates(narcissa_malfoy, _EX0)	hates(X, Y) :- deatheater(X), squib(Y)	1
member_of(_EX1, death_eaters)	member_of(severus_snape, death_eaters)	1
parent(P, _EX3)	parent(james_potter, harry_potter)	1
house(gryffindor, Z)	house(gryffindor, parvati_patil)	1
squib(X)	squib(arabella_figg)	1
parent(X, P)	parent(alice_longbottom, neville_longbottom)	1
parent(_EX2, P)	parent(arthur_weasley, percy_weasley)	1
enemy(Z, _EX1)	enemy(voldemort, wizarding_world)	1
parent(P, X)	parent(molly_weasley, fred_weasley)	1
ancestor(ron_weasley, Z)	ancestor(X, Y) :- parent(X, Y)	1
parent(Y, _EX3)	parent(arthur_weasley, bill_weasley)	1
member_of(_EX1, order_of_the_phoenix)	member_of(molly_weasley, order_of_the_phoenix)	1
parent(P, _EX3)	parent(arthur_weasley, fred_weasley)	1
parent(Z, Y)	parent(harry_potter, albus_severus_potter)	1
betrays(Y, P)	betrays(percy_weasley, molly_weasley)	1
enemy(X, P)	enemy(marge_dursley, harry_potter)	1
parent(_EX2, P)	parent(ginny_weasley, james_sirius_potter)	1
enemy(nymphadora_tonks, _EX2)	enemy(X, Y) :- member_of(X, order_of_the_phoenix), member_of(Y, death_eaters)	1
member_of(X, dumbledores_army)	member_of(colin_creevey, dumbledores_army)	1
enemy(_EX2, _EX0)	enemy(dolores_umbridge, fred_weasley)	1
house(P, X)	house(gryffindor, percy_weasley)	1
enemy(Z, _EX1)	enemy(bellatrix_lestrange, neville_longbottom)	1
enemy(P, _EX3)	enemy(dolores_umbridge, fred_weasley)	1
muggleborn(X)	muggleborn(lily_potter)	1
enemy(X, Y)	enemy(petunia_dursley, harry_potter)	1
betrays(X, P)	betrays(percy_weasley, ginny_weasley)	1
destroyed(hermione_granger, hufflepuff_cup)	destroyed(hermione_granger, hufflepuff_cup)	1
member_of(_EX4, dumbledores_army)	member_of(seamus_finnigan, dumbledores_army)	1
ancestor(Z, Y)	ancestor(X, Y) :- parent(X, Y)	1
parent(Y, ginny_weasley)	parent(molly_weasley, ginny_weasley)	1
house(gryffindor, Z)	house(gryffindor, ginny_weasley)	1
parent(X, Y)	parent(molly_weasley, bill_weasley)	1
member_of(george_weasley, P)	member_of(george_weasley, dumbledores_army)	1
enemy(_EX2, _EX0)	enemy(dolores_umbridge, george_weasley)	1
parent(X, P)	parent(arthur_weasley, ron_weasley)	1
parent(P, _EX3)	parent(ginny_weasley, lily_luna_potter)	1
house(gryffindor, Z)	house(gryffindor, fred_weasley)	1
parent(X, P)	parent(arthur_weasley, fred_weasley)	1
member_of(Z, order_of_the_phoenix)	member_of(molly_weasley, order_of_the_phoenix)	1
enemy(X, P)	enemy(gilderoy_lockhart, severus_snape)	1
parent(P, _EX1)	parent(molly_weasley, ginny_weasley)	1
betrays(Y, P)	betrays(cho_chang, ginny_weasley)	1
creature(P)	creature(fluffy)	1
parent(Z, Y)	parent(arthur_weasley, ginny_weasley)	1
parent(Z, Y)	parent(hermione_granger, rose_weasley)	1
member_of(_EX3, dumbledores_army)	member_of(fred_weasley, dumbledores_army)	1
ancestor(ron_weasley, _EX1)	ancestor(X, Y) :- parent(X, Y)	1
enemy(X, Y)	enemy(dudley_dursley, harry_potter)	1
ancestor(X, P)	ancestor(X, Y) :- parent(X, Y)	1
parent(Y, _EX3)	parent(arthur_weasley, ron_weasley)	1
enemy(alastor_moody, _EX2)	enemy(X, Y) :- member_of(X, order_of_the_phoenix), member_of(Y, death_eaters)	1
enemy(Z, _EX1)	enemy(gilderoy_lockhart, ron_weasley)	1
member_of(P, order_of_the_phoenix)	member_of(remus_lupin, order_of_the_phoenix)	1
parent(P, _EX3)	parent(molly_weasley, charlie_weasley)	1
parent(P, Z)	parent(arthur_weasley, fred_weasley)	1
enemy(_EX2, _EX0)	enemy(draco_malfoy, ron_weasley)	1
parent(X, P)	parent(ginny_weasley, lily_luna_potter)	1
ancestor(harry_potter, X)	ancestor(X, Y) :- parent(X, Y)	1
ancestor(Y, _EX3)	ancestor(X, Y) :- parent(X, Y)	1
ancestor(harry_potter, Z)	ancestor(X, Y) :- parent(X, Y)	1
member_of(_EX2, death_eaters)	member_of(severus_snape, death_eaters)	1
parent(Y, _EX3)	parent(arthur_weasley, george_weasley)	1
parent(arthur_weasley, P)	parent(arthur_weasley, fred_weasley)	1
member_of(_EX0, death_eaters)	member_of(lucius_malfoy, death_eaters)	1
house(P, X)	house(gryffindor, parvati_patil)	1
ancestor(Y, P)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	1
house(P, X)	house(hufflepuff, newt_scamander)	1
house(X, P)	house(slytherin, lucius_malfoy)	1
horcrux(tom_riddles_diary)	horcrux(tom_riddles_diary)	1
member_of(severus_snape, death_eaters)	member_of(severus_snape, death_eaters)	1
parent(_EX1, P)	parent(narcissa_malfoy, draco_malfoy)	1
professor(P)	professor(minerva_mcgonagall)	1
betrays(Y, P)	betrays(percy_weasley, fred_weasley)	1
house(X, P)	house(slytherin, narcissa_malfoy)	1
enemy(_EX2, _EX0)	enemy(bellatrix_lestrange, neville_longbottom)	1
enemy(X, P)	enemy(voldemort, albus_dumbledore)	1
parent(P, Y)	parent(frank_longbottom, neville_longbottom)	1
house(X, P)	house(gryffindor, george_weasley)	1
member_of(_EX2, order_of_the_phoenix)	member_of(molly_weasley, order_of_the_phoenix)	1
member_of(_EX4, dumbledores_army)	member_of(hermione_granger, dumbledores_army)	1
enemy(Y, ginny_weasley)	enemy(X, Y) :- member_of(X, death_eaters), member_of(Y, dumbledores_army)	1
squib(_EX0)	squib(argus_filch)	1
house(P, X)	house(gryffindor, ginny_weasley)	1
enemy(Z, _EX1)	enemy(voldemort, ginny_weasley)	1
ancestor(lily_potter, Z)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	1
parent(ginny_weasley, _EX3)	parent(ginny_weasley, lily_luna_potter)	1
male(P)	male(peter_pettigrew)	1
house(X, P)	house(slytherin, bellatrix_lestrange)	1
house(X, P)	house(gryffindor, charlie_weasley)	1
professor(P)	professor(dolores_umbridge)	1
enemy(voldemort, Y)	enemy(voldemort, albus_dumbledore)	1
member_of(Y, dumbledores_army)	member_of(seamus_finnigan, dumbledores_army)	1
enemy(P, X)	enemy(draco_malfoy, hermione_granger)	1
house(P, X)	house(gryffindor, fred_weasley)	1
member_of(Y, dumbledores_army)	member_of(padma_patil, dumbledores_army)	1
enemy(P, X)	enemy(dolores_umbridge, ron_weasley)	1
muggle(Y)	muggle(vernon_dursley)	1
enemy(X, P)	enemy(dolores_umbridge, harry_potter)	1
parent(_EX2, P)	parent(frank_longbottom, neville_longbottom)	1
male(P)	male(alastor_moody)	1
parent(X, Y)	parent(petunia_dursley, dudley_dursley)	1
house(gryffindor, Z)	house(gryffindor, hermione_granger)	1
parent(_EX1, P)	parent(molly_weasley, ginny_weasley)	1
male(severus_snape)	male(severus_snape)	1
enemy(X, Y)	enemy(quirinus_quirrell, harry_potter)	1
member_of(_EX1, order_of_the_phoenix)	member_of(nymphadora_tonks, order_of_the_phoenix)	1
member_of(_EX3, dumbledores_army)	member_of(ginny_weasley, dumbledores_army)	1
parent(P, Y)	parent(alice_longbottom, neville_longbottom)	1
professor(P)	professor(quirinus_quirrell)	1
muggleborn(_EX3)	muggleborn(hermione_granger)	1
parent(P, Y)	parent(lily_potter, harry_potter)	1
enemy(Z, _EX1)	enemy(dolores_umbridge, hermione_granger)	1
ancestor(P, Y)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	1
magical(P)	magical(scabbers)	1
house(P, X)	house(ravenclaw, padma_patil)	1
parent(P, _EX3)	parent(narcissa_malfoy, draco_malfoy)	1
enemy(P, X)	enemy(peter_pettigrew, remus_lupin)	1
house(X, P)	house(gryffindor, sirius_black)	1
parent(P, Z)	parent(xenophilius_lovegood, luna_lovegood)	1
parent(Z, P)	parent(arthur_weasley, fred_weasley)	1
parent(P, Z)	parent(molly_weasley, ginny_weasley)	1
member_of(Z, order_of_the_phoenix)	member_of(remus_lupin, order_of_the_phoenix)	1
hates(Y, P)	hates(X, Y) :- deatheater(X), muggleborn(Y)	1
parent(harry_potter, Z)	parent(harry_potter, lily_luna_potter)	1
parent(P, X)	parent(alice_longbottom, neville_longbottom)	1
parent(P, Y)	parent(james_potter, harry_potter)	1
parent(P, X)	parent(lily_potter, harry_potter)	1
house(X, P)	house(gryffindor, lily_potter)	1
parent(P, _EX1)	parent(arthur_weasley, charlie_weasley)	1
muggle(Y)	muggle(petunia_dursley)	1
parent(P, Y)	parent(arthur_weasley, bill_weasley)	1
parent(P, Y)	parent(arthur_weasley, fred_weasley)	1
parent(Y, _EX3)	parent(arthur_weasley, percy_weasley)	1
enemy(minerva_mccgonagall, P)	enemy(X, Y) :- member_of(X, order_of_the_phoenix), member_of(Y, death_eaters)	1
parent(harry_potter, _EX1)	parent(harry_potter, lily_luna_potter)	1
parent(P, Z)	parent(petunia_dursley, dudley_dursley)	1
muggleborn(Z)	muggleborn(hermione_granger)	1
enemy(X, Y)	enemy(X, Y) :- member_of(X, death_eaters), member_of(Y, dumbledores_army)	1
enemy(_EX2, _EX0)	enemy(voldemort, ginny_weasley)	1
house(X, P)	house(slytherin, severus_snape)	1
parent(Y, _EX3)	parent(ginny_weasley, james_sirius_potter)	1
enemy(X, Y)	enemy(gilderoy_lockhart, harry_potter)	1
enemy(X, Y)	enemy(voldemort, hermione_granger)	1
betrays(Y, P)	betrays(cho_chang, luna_lovegood)	1
enemy(_EX2, _EX0)	enemy(bellatrix_lestrange, sirius_black)	1
member_of(P, dumbledores_army)	member_of(parvati_patil, dumbledores_army)	1
member_of(P, order_of_the_phoenix)	member_of(albus_dumbledore, order_of_the_phoenix)	1
parent(petunia_dursley, P)	parent(petunia_dursley, dudley_dursley)	1
house(X, P)	house(gryffindor, bill_weasley)	1
house(gryffindor, P)	house(gryffindor, ron_weasley)	1
parent(harry_potter, _EX3)	parent(harry_potter, lily_luna_potter)	1
member_of(P, dumbledores_army)	member_of(cho_chang, dumbledores_army)	1
house(P, X)	house(gryffindor, petter_pettigrew)	1
member_of(_EX1, dumbledores_army)	member_of(fred_weasley, dumbledores_army)	1
parent(P, X)	parent(arthur_weasley, fred_weasley)	1
parent(P, _EX3)	parent(vernon_dursley, dudley_dursley)	1
male(P)	male(quirinus_quirrell)	1
house(P, X)	house(gryffindor, hermione_granger)	1
member_of(_EX4, death_eaters)	member_of(lucius_malfoy, death_eaters)	1
male(P)	male(james_potter)	1
member_of(_EX0, dumbledores_army)	member_of(ron_weasley, dumbledores_army)	1
member_of(P, dumbledores_army)	member_of(hermione_granger, dumbledores_army)	1
member_of(P, order_of_the_phoenix)	member_of(arthur_weasley, order_of_the_phoenix)	1
member_of(_EX2, order_of_the_phoenix)	member_of(remus_lupin, order_of_the_phoenix)	1
member_of(_EX1, order_of_the_phoenix)	member_of(minerva_mccgonagall, order_of_the_phoenix)	1
parent(P, draco_malfoy)	parent(lucius_malfoy, draco_malfoy)	1
house(gryffindor, Z)	house(gryffindor, minerva_mccgonall)	1
betrays(X, P)	betrays(percy_weasley, fred_weasley)	1
parent(X, Y)	parent(harry_potter, lily_luna_potter)	1
house(P, X)	house(slytherin, lucius_malfoy)	1
house(P, X)	house(hufflepuff, pomona_sprout)	1
parent(X, P)	parent(molly_weasley, percy_weasley)	1
member_of(_EX2, order_of_the_phoenix)	member_of(nymphadora_tonks, order_of_the_phoenix)	1
professor(P)	professor(pomona_sprout)	1
parent(ginny_weasley, albus_severus_potter)	parent(ginny_weasley, albus_severus_potter)	1
parent(Y, P)	parent(arthur_weasley, ron_weasley)	1
ancestor(P, james_sirius_potter)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	1
in_slytherin(horace_slughorn)	in_slytherin(X) :- house(slytherin, X)	1
muggle(P)	muggle(dudley_dursley)	1
muggle(X)	muggle(vernon_dursley)	1
parent(_EX1, P)	parent(harry_potter, lily_luna_potter)	1
parent(P, _EX1)	parent(frank_longbottom, neville_longbottom)	1
parent(Y, P)	parent(arthur_weasley, george_weasley)	1
parent(P, _EX1)	parent(harry_potter, albus_severus_potter)	1
member_of(_EX0, dumbledores_army)	member_of(hermione_granger, dumbledores_army)	1
enemy(P, X)	enemy(gilderoy_lockhart, hermione_granger)	1
member_of(Y, dumbledores_army)	member_of(neville_longbottom, dumbledores_army)	1
betrays(Y, P)	betrays(percy_weasley, charlie_weasley)	1
betrays(Y, P)	betrays(percy_weasley, ginny_weasley)	1
parent(_EX1, P)	parent(arthur_weasley, charlie_weasley)	1
female(P)	female(dolores_umbridge)	1
house(P, X)	house(ravenclaw, luna_lovegood)	1
parent(harry_potter, _EX1)	parent(harry_potter, james_sirius_potter)	1
squib(Y)	squib(arabella_figg)	1
enemy(Z, _EX1)	enemy(quirinus_quirrell, harry_potter)	1
enemy(_EX2, _EX0)	enemy(dudley_dursley, harry_potter)	1
parent(X, Y)	parent(ron_weasley, rose_weasley)	1
ancestor(petunia_dursley, Z)	ancestor(X, Y) :- parent(X, Y)	1
parent(P, Z)	parent(harry_potter, lily_luna_potter)	1
enemy(Z, _EX1)	enemy(dolores_umbridge, harry_potter)	1
parent(Y, P)	parent(arthur_weasley, charlie_weasley)	1
muggle(_EX0)	muggle(marge_dursley)	1
member_of(_EX1, order_of_the_phoenix)	member_of(arthur_weasley, order_of_the_phoenix)	1
parent(ginny_weasley, _EX1)	parent(ginny_weasley, lily_luna_potter)	1
enemy(voldemort, Y)	enemy(voldemort, rubeus_hagrid)	1
enemy(X, P)	enemy(draco_malfoy, hermione_granger)	1
squib(Z)	squib(arabella_figg)	1
parent(ginny_weasley, P)	parent(ginny_weasley, lily_luna_potter)	1
parent(P, _EX1)	parent(alice_longbottom, neville_longbottom)	1
deatheater(voldemort)	deatheater(X) :- member_of(X, death_eaters)	1
enemy(X, P)	enemy(dolores_umbridge, ron_weasley)	1
deatheater(_EX4)	deatheater(X) :- member_of(X, death_eaters)	1
parent(lily_potter, Z)	parent(lily_potter, harry_potter)	1
member_of(P, dumbledores_army)	member_of(george_weasley, dumbledores_army)	1
parent(_EX1, P)	parent(ron_weasley, rose_weasley)	1
muggle(X)	muggle(petunia_dursley)	1
parent(P, _EX1)	parent(hermione_granger, rose_weasley)	1
enemy(P, X)	enemy(dolores_umbridge, george_weasley)	1
female(P)	female(luna_lovegood)	1
parent(X, Y)	parent(lily_potter, harry_potter)	1
female(P)	female(hermione_granger)	1
subject(P)	subject(charms)	1
house(P, X)	house(gryffindor, minerva_mccgonall)	1
enemy(_EX2, _EX0)	enemy(voldemort, rubeus_hagrid)	1
parent(harry_potter, albus_severus_potter)	parent(harry_potter, albus_severus_potter)	1
hates(bellatrix_lestrange, myrtle_warren)	hates(X, Y) :- deatheater(X), muggleborn(Y)	1
hates(narcissa_malfoy, _EX0)	hates(X, Y) :- deatheater(X), muggleborn(Y)	1
house(gryffindor, P)	house(gryffindor, colin_creevey)	1
muggleborn(_EX3)	muggleborn(colin_creevey)	1
parent(X, Y)	parent(harry_potter, james_sirius_potter)	1
house(gryffindor, Z)	house(gryffindor, remus_lupin)	1
member_of(Z, order_of_the_phoenix)	member_of(arthur_weasley, order_of_the_phoenix)	1
female(P)	female(petunia_dursley)	1
member_of(_EX0, order_of_the_phoenix)	member_of(molly_weasley, order_of_the_phoenix)	1
member_of(P, order_of_the_phoenix)	member_of(molly_weasley, order_of_the_phoenix)	1
betrays(X, P)	betrays(xenophilius_lovegood, harry_potter)	1
enemy(X, P)	enemy(peter_pettigrew, remus_lupin)	1
parent(_EX4, lily_luna_potter)	parent(harry_potter, lily_luna_potter)	1
female(P)	female(pomona_sprout)	1
hates(voldemort, _EX3)	hates(X, Y) :- deatheater(X), squib(Y)	1
squib(X)	squib(argus_filch)	1
enemy(X, Y)	enemy(cormac_mclaggen, ron_weasley)	1
enemy(Z, _EX1)	enemy(X, Y) :- member_of(X, order_of_the_phoenix), member_of(Y, death_eaters)	1
member_of(_EX0, dumbledores_army)	member_of(george_weasley, dumbledores_army)	1
house(P, X)	house(slytherin, severus_snape)	1
member_of(X, order_of_the_phoenix)	member_of(arthur_weasley, order_of_the_phoenix)	1
parent(X, Y)	parent(arthur_weasley, bill_weasley)	1
enemy(Z, _EX1)	enemy(vernon_dursley, harry_potter)	1
enemy(P, X)	enemy(draco_malfoy, ron_weasley)	1
hates(X, Z)	hates(X, Y) :- deatheater(X), muggle(Y)	1
parent(_EX1, P)	parent(harry_potter, james_sirius_potter)	1
house(X, P)	house(gryffindor, james_potter)	1
creature(P)	creature(scabbers)	1
member_of(Y, death_eaters)	member_of(narcissa_malfoy, death_eaters)	1
member_of(Y, dumbledores_army)	member_of(ginny_weasley, dumbledores_army)	1
parent(P, _EX3)	parent(arthur_weasley, ginny_weasley)	1
parent(X, P)	parent(petunia_dursley, dudley_dursley)	1
house(gryffindor, Z)	house(gryffindor, harry_potter)	1
ancestor(ginny_weasley, Y)	ancestor(X, Y) :- parent(X, Y)	1
enemy(_EX2, _EX0)	enemy(quirinus_quirrell, harry_potter)	1
parent(harry_potter, P)	parent(harry_potter, lily_luna_potter)	1
subject(P)	subject(transfiguration)	1
parent(P, _EX1)	parent(ginny_weasley, lily_luna_potter)	1
male(P)	male(regulus_black)	1
enemy(P, X)	enemy(bellatrix_lestrange, neville_longbottom)	1
parent(Y, P)	parent(harry_potter, james_sirius_potter)	1
parent(Y, P)	parent(ginny_weasley, james_sirius_potter)	1
member_of(Y, death_eaters)	member_of(peter_pettigrew, death_eaters)	1
member_of(_EX1, death_eaters)	member_of(lucius_malfoy, death_eaters)	1
parent(P, Z)	parent(harry_potter, albus_severus_potter)	1
deatheater(narcissa_malfoy)	deatheater(X) :- member_of(X, death_eaters)	1
member_of(Y, dumbledores_army)	member_of(parvati_patil, dumbledores_army)	1
member_of(Y, order_of_the_phoenix)	member_of(alastor_moody, order_of_the_phoenix)	1
parent(_EX2, P)	parent(hermione_granger, rose_weasley)	1
member_of(X, order_of_the_phoenix)	member_of(severus_snape, order_of_the_phoenix)	1
enemy(P, _EX3)	enemy(voldemort, ron_weasley)	1
member_of(X, death_eaters)	member_of(voldemort, death_eaters)	1
enemy(sirius_black, _EX4)	enemy(X, Y) :- member_of(X, order_of_the_phoenix), member_of(Y, death_eaters)	1
house(gryffindor, ginny_weasley)	house(gryffindor, ginny_weasley)	1
parent(P, Y)	parent(vernon_dursley, dudley_dursley)	1
ancestor(Y, draco_malfoy)	ancestor(X, Y) :- parent(X, Y)	1
hates(_EX0, Z)	hates(X, Y) :- deatheater(X), muggleborn(Y)	1
member_of(_EX2, order_of_the_phoenix)	member_of(arthur_weasley, order_of_the_phoenix)	1
parent(Y, _EX3)	parent(molly_weasley, fred_weasley)	1
member_of(Y, death_eaters)	member_of(lucius_malfoy, death_eaters)	1
male(P)	male(salazar_slytherin)	1
member_of(_EX3, death_eaters)	member_of(draco_malfoy, death_eaters)	1
enemy(X, Y)	enemy(quirinus_quirrell, hermione_granger)	1
deatheater(severus_snape)	deatheater(X) :- member_of(X, death_eaters)	1
member_of(_EX2, dumbledores_army)	member_of(neville_longbottom, dumbledores_army)	1
parent(_EX1, ginny_weasley)	parent(arthur_weasley, ginny_weasley)	1
member_of(_EX0, death_eaters)	member_of(voldemort, death_eaters)	1
muggleborn(_EX5)	muggleborn(lily_potter)	1
parent(P, _EX1)	parent(molly_weasley, charlie_weasley)	1
parent(P, _EX3)	parent(ginny_weasley, albus_severus_potter)	1
parent(james_potter, _EX1)	parent(james_potter, harry_potter)	1
destroyed(X, P)	destroyed(albus_dumbledore, resurrection_stone)	1
hogwarts_founder(P)	hogwarts_founder(godric_gryffindor)	1
member_of(X, dumbledores_army)	member_of(luna_lovegood, dumbledores_army)	1
betrays(X, P)	betrays(percy_weasley, harry_potter)	1
parent(P, X)	parent(vernon_dursley, dudley_dursley)	1
parent(Y, _EX3)	parent(lucius_malfoy, draco_malfoy)	1
parent(P, _EX1)	parent(molly_weasley, george_weasley)	1
member_of(_EX3, death_eaters)	member_of(voldemort, death_eaters)	1
parent(P, Z)	parent(arthur_weasley, ginny_weasley)	1
enemy(P, X)	enemy(gilderoy_lockhart, ron_weasley)	1
parent(P, Z)	parent(hermione_granger, rose_weasley)	1
enemy(_EX2, _EX0)	enemy(X, Y) :- member_of(X, order_of_the_phoenix), member_of(Y, death_eaters)	1
parent(_EX1, P)	parent(molly_weasley, percy_weasley)	1
parent(_EX1, P)	parent(arthur_weasley, ron_weasley)	1
enemy(_EX2, _EX0)	enemy(vernon_dursley, harry_potter)	1
enemy(P, _EX3)	enemy(X, Y) :- member_of(X, order_of_the_phoenix), member_of(Y, death_eaters)	1
enemy(P, _EX3)	enemy(vernon_dursley, harry_potter)	1
enemy(P, fred_weasley)	enemy(X, Y) :- member_of(X, death_eaters), member_of(Y, dumbledores_army)	1
parent(P, _EX1)	parent(xenophilius_lovegood, luna_lovegood)	1
house(gryffindor, Z)	house(gryffindor, sirius_black)	1
magical(_EX0)	magical(crookshanks)	1
enemy(X, P)	enemy(gilderoy_lockhart, hermione_granger)	1
parent(P, Y)	parent(ron_weasley, hugo_weasley)	1
house(P, X)	house(gryffindor, harry_potter)	1
subject(P)	subject(astronomy)	1
hates(voldemort, Y)	hates(X, Y) :- deatheater(X), muggleborn(Y)	1
female(P)	female(cho_chang)	1
parent(Y, P)	parent(molly_weasley, percy_weasley)	1
professor(P)	professor(horace_slughorn)	1
house(gryffindor, Z)	house(gryffindor, lily_potter)	1
member_of(_EX3, death_eaters)	member_of(narcissa_malfoy, death_eaters)	1
member_of(X, death_eaters)	member_of(lucius_malfoy, death_eaters)	1
enemy(P, harry_potter)	enemy(marge_dursley, harry_potter)	1
horcrux(harry_potter)	horcrux(harry_potter)	1
parent(ron_weasley, _EX3)	parent(ron_weasley, hugo_weasley)	1
parent(harry_potter, P)	parent(harry_potter, james_sirius_potter)	1
betrays(X, P)	betrays(cho_chang, fred_weasley)	1
member_of(_EX2, dumbledores_army)	member_of(harry_potter, dumbledores_army)	1
enemy(P, _EX3)	enemy(draco_malfoy, ron_weasley)	1
parent(Z, P)	parent(xenophilius_lovegood, luna_lovegood)	1
house(P, X)	house(gryffindor, george_weasley)	1
parent(arthur_weasley, P)	parent(arthur_weasley, ron_weasley)	1
member_of(_EX0, order_of_the_phoenix)	member_of(nymphadora_tonks, order_of_the_phoenix)	1
enemy(X, P)	enemy(dolores_umbridge, fred_weasley)	1
muggleborn(Y)	muggleborn(lily_potter)	1
parent(P, Z)	parent(ginny_weasley, albus_severus_potter)	1
subject(P)	subject(care_of_magical_creatures)	1
enemy(X, Y)	enemy(voldemort, harry_potter)	1
member_of(_EX1, order_of_the_phoenix)	member_of(albus_dumbledore, order_of_the_phoenix)	1
enemy(P, X)	enemy(voldemort, ginny_weasley)	1
betrays(X, P)	betrays(percy_weasley, ron_weasley)	1
female(P)	female(padma_patil)	1
member_of(Y, order_of_the_phoenix)	member_of(remus_lupin, order_of_the_phoenix)	1
wizard(severus_snape)	wizard(X) :- male(X), half_blood(X)	1
parent(_EX2, P)	parent(ron_weasley, hugo_weasley)	1
magical(P)	magical(crookshanks)	1
parent(ginny_weasley, _EX3)	parent(ginny_weasley, albus_severus_potter)	1
ancestor(P, _EX1)	ancestor(X, Y) :- parent(X, Y)	1
enemy(P, X)	enemy(bellatrix_lestrange, sirius_black)	1
hates(P, dudley_dursley)	hates(X, Y) :- deatheater(X), muggle(Y)	1
parent(ginny_weasley, Z)	parent(ginny_weasley, lily_luna_potter)	1
parent(P, Y)	parent(xenophilius_lovegood, luna_lovegood)	1
betrays(X, P)	betrays(percy_weasley, george_weasley)	1
enemy(_EX1, voldemort)	enemy(X, Y) :- member_of(X, order_of_the_phoenix), member_of(Y, death_eaters)	1
enemy(X, P)	enemy(dolores_umbridge, george_weasley)	1
enemy(P, _EX3)	enemy(bellatrix_lestrange, neville_longbottom)	1
parent(P, _EX1)	parent(narcissa_malfoy, draco_malfoy)	1
parent(Y, _EX3)	parent(molly_weasley, ron_weasley)	1
parent(P, _EX3)	parent(arthur_weasley, ron_weasley)	1
member_of(Z, order_of_the_phoenix)	member_of(albus_dumbledore, order_of_the_phoenix)	1
destroyed(X, P)	destroyed(harry_potter, tom_riddles_diary)	1
magical(_EX0)	magical(fluffy)	1
parent(P, _EX3)	parent(arthur_weasley, george_weasley)	1
parent(X, P)	parent(ron_weasley, rose_weasley)	1
parent(_EX1, harry_potter)	parent(james_potter, harry_potter)	1
parent(ron_weasley, Y)	parent(ron_weasley, hugo_weasley)	1
member_of(_EX4, death_eaters)	member_of(draco_malfoy, death_eaters)	1
creature(P)	creature(unicorn)	1
betrays(Y, P)	betrays(severus_snape, voldemort)	1
parent(P, X)	parent(harry_potter, albus_severus_potter)	1
house(P, X)	house(gryffindor, sirius_black)	1
parent(Y, _EX3)	parent(harry_potter, albus_severus_potter)	1
ancestor(P, albus_severus_potter)	ancestor(X, Y) :- parent(X, Y)	1
parent(X, Y)	parent(arthur_weasley, percy_weasley)	1
enemy(P, _EX3)	enemy(voldemort, albus_dumbledore)	1
house(gryffindor, P)	house(gryffindor, fred_weasley)	1
member_of(lucius_malfoy, death_eaters)	member_of(lucius_malfoy, death_eaters)	1
male(P)	male(sirius_black)	1
house(P, X)	house(gryffindor, lily_potter)	1
parent(P, _EX3)	parent(arthur_weasley, charlie_weasley)	1
enemy(P, _EX3)	enemy(gilderoy_lockhart, ron_weasley)	1
parent(P, Y)	parent(arthur_weasley, ginny_weasley)	1
enemy(X, Y)	enemy(dolores_umbridge, hermione_granger)	1
magical(P)	magical(fluffy)	1
betrays(X, P)	betrays(peter_pettigrew, sirius_black)	1
male(P)	male(albus_severus_potter)	1
parent(ron_weasley, P)	parent(ron_weasley, rose_weasley)	1
parent(P, _EX1)	parent(vernon_dursley, dudley_dursley)	1
male(P)	male(vincent_crabble)	1
parent(_EX1, P)	parent(arthur_weasley, percy_weasley)	1
female(P)	female(nymphadora_tonks)	1
enemy(Z, _EX1)	enemy(marge_dursley, harry_potter)	1
member_of(_EX0, order_of_the_phoenix)	member_of(minerva_mccgonagall, order_of_the_phoenix)	1
male(P)	male(fred_weasley)	1
member_of(_EX2, dumbledores_army)	member_of(ron_weasley, dumbledores_army)	1
enemy(P, X)	enemy(dudley_dursley, harry_potter)	1
parent(Z, P)	parent(ginny_weasley, albus_severus_potter)	1
parent(Y, ron_weasley)	parent(arthur_weasley, ron_weasley)	1
parent(P, X)	parent(arthur_weasley, ginny_weasley)	1
enemy(_EX2, _EX0)	enemy(cormac_mclaggen, ron_weasley)	1
parent(_EX2, P)	parent(narcissa_malfoy, draco_malfoy)	1
parent(P, X)	parent(hermione_granger, rose_weasley)	1
in_gryffindor(ginny_weasley)	in_gryffindor(X) :- house(gryffindor, X)	1
parent(Y, _EX3)	parent(hermione_granger, rose_weasley)	1
male(P)	male(cormac_mclaggen)	1
