goal	rule	score
pure_blood(P)	pure_blood(arthur_weasley)	1
parent(ginny_weasley, _EX3)	parent(ginny_weasley, james_sirius_potter)	1
member_of(_EX5, death_eaters)	member_of(voldemort, death_eaters)	1
male(james_potter)	male(james_potter)	1
muggleborn(_EX2)	muggleborn(colin_creevey)	1
parent(P, _EX5)	parent(arthur_weasley, george_weasley)	1
parent(Z, _EX3)	parent(arthur_weasley, ron_weasley)	1
enemy(P, _EX2)	enemy(bellatrix_lestrange, sirius_black)	1
parent(X, P)	parent(arthur_weasley, george_weasley)	1
house(gryffindor, _EX2)	house(gryffindor, hermione_granger)	1
parent(P, Z)	parent(molly_weasley, bill_weasley)	1
teaches(P, X)	teaches(dolores_umbridge, defense_against_the_dark_arts)	1
muggle(_EX1)	muggle(marge_dursley)	1
pure_blood(P)	pure_blood(charlie_weasley)	1
ancestor(harry_potter, james_sirius_potter)	ancestor(X, Y) :- parent(X, Y)	1
enemy(molly_weasley, _EX2)	enemy(X, Y) :- member_of(X, order_of_the_phoenix), member_of(Y, death_eaters)	1
parent(P, Z)	parent(lucius_malfoy, draco_malfoy)	1
enemy(P, Z)	enemy(bellatrix_lestrange, sirius_black)	1
male(_EX2)	male(percy_weasley)	1
ancestor(P, _EX3)	ancestor(X, Y) :- parent(X, Y)	1
parent(_EX2, Z)	parent(molly_weasley, bill_weasley)	1
enemy(X, parvati_patil)	enemy(X, Y) :- member_of(X, death_eaters), member_of(Y, dumbledores_army)	1
ancestor(P, _EX5)	ancestor(X, Y) :- parent(X, Y)	1
parent(ginny_weasley, Z)	parent(ginny_weasley, albus_severus_potter)	1
male(_EX2)	male(horace_slughorn)	1
parent(arthur_weasley, P)	parent(arthur_weasley, ron_weasley)	1
enemy(_EX0, draco_malfoy)	enemy(X, Y) :- member_of(X, order_of_the_phoenix), member_of(Y, death_eaters)	1
parent(P, X)	parent(arthur_weasley, george_weasley)	1
hates(draco_malfoy, _EX0)	hates(X, Y) :- deatheater(X), squib(Y)	1
member_of(_EX4, dumbledores_army)	member_of(padma_patil, dumbledores_army)	1
muggle(_EX2)	muggle(petunia_dursley)	1
member_of(_EX4, death_eaters)	member_of(voldemort, death_eaters)	1
enemy(P, _EX2)	enemy(gilderoy_lockhart, severus_snape)	1
ancestor(ron_weasley, _EX3)	ancestor(X, Y) :- parent(X, Y)	1
parent(Z, P)	parent(james_potter, harry_potter)	1
hates(_EX0, _EX2)	hates(X, Y) :- deatheater(X), squib(Y)	1
magical(fawkes)	magical(fawkes)	1
member_of(Y, dumbledores_army)	member_of(padma_patil, dumbledores_army)	1
house(gryffindor, _EX2)	house(gryffindor, harry_potter)	1
house(P, gregory_goyle)	house(slytherin, gregory_goyle)	1
parent(arthur_weasley, P)	parent(arthur_weasley, george_weasley)	1
parent(_EX2, P)	parent(frank_longbottom, neville_longbottom)	1
house(slytherin, _EX5)	house(slytherin, voldemort)	1
parent(harry_potter, P)	parent(harry_potter, lily_luna_potter)	1
parent(Z, _EX3)	parent(james_potter, harry_potter)	1
parent(P, _EX4)	parent(frank_longbottom, neville_longbottom)	1
parent(ron_weasley, X)	parent(ron_weasley, hugo_weasley)	1
parent(P, _EX4)	parent(lily_potter, harry_potter)	1
member_of(P, dumbledores_army)	member_of(parvati_patil, dumbledores_army)	1
parent(P, _EX5)	parent(ron_weasley, hugo_weasley)	1
professor(P)	professor(rubeus_hagrid)	1
member_of(Z, dumbledores_army)	member_of(cho_chang, dumbledores_army)	1
parent(X, _EX3)	parent(harry_potter, james_sirius_potter)	1
parent(X, _EX3)	parent(petunia_dursley, dudley_dursley)	1
hates(peter_pettigrew, _EX4)	hates(X, Y) :- deatheater(X), muggle(Y)	1
parent(_EX3, Y)	parent(molly_weasley, bill_weasley)	1
parent(P, _EX4)	parent(harry_potter, albus_severus_potter)	1
teaches(X, P)	teaches(alastor_moody, defense_against_the_dark_arts)	1
enemy(P, _EX2)	enemy(gilderoy_lockhart, harry_potter)	1
owns(X, P)	owns(rubeus_hagrid, fluffy)	1
male(P)	male(peter_pettigrew)	1
parent(X, P)	parent(harry_potter, james_sirius_potter)	1
parent(harry_potter, P)	parent(harry_potter, albus_severus_potter)	1
member_of(seamus_finnigan, dumbledores_army)	member_of(seamus_finnigan, dumbledores_army)	1
parent(ron_weasley, Z)	parent(ron_weasley, hugo_weasley)	1
parent(P, X)	parent(james_potter, harry_potter)	1
enemy(P, _EX2)	enemy(draco_malfoy, ron_weasley)	1
parent(_EX3, Y)	parent(arthur_weasley, ron_weasley)	1
parent(Z, P)	parent(narcissa_malfoy, draco_malfoy)	1
enemy(P, _EX2)	enemy(peter_pettigrew, remus_lupin)	1
house(gryffindor, P)	house(gryffindor, petter_pettigrew)	1
male(P)	male(arthur_weasley)	1
parent(ginny_weasley, _EX5)	parent(ginny_weasley, james_sirius_potter)	1
enemy(P, _EX2)	enemy(draco_malfoy, hermione_granger)	1
ancestor(ginny_weasley, _EX5)	ancestor(X, Y) :- parent(X, Y)	1
parent(P, _EX3)	parent(molly_weasley, percy_weasley)	1
parent(P, _EX4)	parent(molly_weasley, bill_weasley)	1
house(slytherin, _EX1)	house(slytherin, narcissa_malfoy)	1
enemy(P, Z)	enemy(gilderoy_lockhart, harry_potter)	1
parent(_EX2, P)	parent(narcissa_malfoy, draco_malfoy)	1
enemy(P, _EX2)	enemy(vernon_dursley, harry_potter)	1
parent(P, _EX4)	parent(narcissa_malfoy, draco_malfoy)	1
male(_EX2)	male(vernon_dursley)	1
half_blood(severus_snape)	half_blood(severus_snape)	1
parent(P, X)	parent(molly_weasley, ron_weasley)	1
hates(draco_malfoy, _EX0)	hates(X, Y) :- deatheater(X), muggleborn(Y)	1
enemy(P, Z)	enemy(draco_malfoy, ron_weasley)	1
member_of(P, death_eaters)	member_of(peter_pettigrew, death_eaters)	1
parent(_EX2, Z)	parent(arthur_weasley, ginny_weasley)	1
parent(X, _EX3)	parent(ginny_weasley, lily_luna_potter)	1
hates(_EX0, _EX2)	hates(X, Y) :- deatheater(X), muggleborn(Y)	1
member_of(Y, death_eaters)	member_of(lucius_malfoy, death_eaters)	1
enemy(P, Z)	enemy(draco_malfoy, hermione_granger)	1
parent(P, _EX5)	parent(ginny_weasley, lily_luna_potter)	1
deatheater(narcissa_malfoy)	deatheater(X) :- member_of(X, death_eaters)	1
parent(ginny_weasley, X)	parent(ginny_weasley, lily_luna_potter)	1
enemy(P, Z)	enemy(vernon_dursley, harry_potter)	1
house(gryffindor, _EX1)	house(gryffindor, ginny_weasley)	1
parent(X, P)	parent(ginny_weasley, lily_luna_potter)	1
pure_blood(_EX2)	pure_blood(luna_lovegood)	1
member_of(_EX1, order_of_the_phoenix)	member_of(sirius_black, order_of_the_phoenix)	1
house(gryffindor, P)	house(gryffindor, harry_potter)	1
creature(Z)	creature(crookshanks)	1
member_of(P, order_of_the_phoenix)	member_of(remus_lupin, order_of_the_phoenix)	1
parent(_EX3, Y)	parent(james_potter, harry_potter)	1
member_of(Z, death_eaters)	member_of(severus_snape, death_eaters)	1
house(gryffindor, _EX2)	house(gryffindor, ron_weasley)	1
parent(P, Z)	parent(molly_weasley, ginny_weasley)	1
enemy(P, Z)	enemy(quirinus_quirrell, harry_potter)	1
parent(X, _EX3)	parent(ron_weasley, rose_weasley)	1
professor(P)	professor(gilderoy_lockhart)	1
squib(_EX0)	squib(arabella_figg)	1
enemy(_EX1, hermione_granger)	enemy(quirinus_quirrell, hermione_granger)	1
member_of(P, death_eaters)	member_of(bellatrix_lestrange, death_eaters)	1
house(gryffindor, fred_weasley)	house(gryffindor, fred_weasley)	1
parent(P, Z)	parent(ron_weasley, hugo_weasley)	1
hates(_EX4, arabella_figg)	hates(X, Y) :- deatheater(X), squib(Y)	1
parent(P, Z)	parent(molly_weasley, ron_weasley)	1
member_of(_EX4, dumbledores_army)	member_of(ron_weasley, dumbledores_army)	1
parent(P, Y)	parent(ginny_weasley, lily_luna_potter)	1
parent(X, _EX3)	parent(frank_longbottom, neville_longbottom)	1
member_of(_EX0, death_eaters)	member_of(peter_pettigrew, death_eaters)	1
parent(X, P)	parent(ron_weasley, rose_weasley)	1
house(slytherin, _EX1)	house(slytherin, severus_snape)	1
parent(X, _EX3)	parent(lily_potter, harry_potter)	1
parent(P, _EX4)	parent(arthur_weasley, ginny_weasley)	1
ancestor(ron_weasley, _EX5)	ancestor(X, Y) :- parent(X, Y)	1
male(P)	male(xenophilius_lovegood)	1
parent(X, _EX3)	parent(harry_potter, albus_severus_potter)	1
member_of(_EX2, dumbledores_army)	member_of(padma_patil, dumbledores_army)	1
member_of(Z, dumbledores_army)	member_of(hermione_granger, dumbledores_army)	1
ancestor(ginny_weasley, _EX3)	ancestor(X, Y) :- parent(X, Y)	1
house(slytherin, _EX5)	house(slytherin, tom_riddle)	1
parent(P, _EX3)	parent(vernon_dursley, dudley_dursley)	1
parent(X, P)	parent(harry_potter, albus_severus_potter)	1
parent(P, Z)	parent(arthur_weasley, bill_weasley)	1
parent(P, Z)	parent(molly_weasley, percy_weasley)	1
member_of(P, order_of_the_phoenix)	member_of(alastor_moody, order_of_the_phoenix)	1
enemy(P, X)	enemy(peter_pettigrew, sirius_black)	1
subject(P)	subject(charms)	1
male(_EX2)	male(xenophilius_lovegood)	1
parent(X, _EX3)	parent(narcissa_malfoy, draco_malfoy)	1
enemy(P, Z)	enemy(peter_pettigrew, sirius_black)	1
member_of(_EX1, dumbledores_army)	member_of(luna_lovegood, dumbledores_army)	1
member_of(_EX5, dumbledores_army)	member_of(luna_lovegood, dumbledores_army)	1
muggle(_EX3)	muggle(marge_dursley)	1
male(P)	male(remus_lupin)	1
parent(P, _EX4)	parent(molly_weasley, ginny_weasley)	1
muggleborn(_EX3)	muggleborn(hermione_granger)	1
member_of(_EX3, dumbledores_army)	member_of(hermione_granger, dumbledores_army)	1
male(P)	male(severus_snape)	1
member_of(X, dumbledores_army)	member_of(padma_patil, dumbledores_army)	1
hates(_EX1, _EX0)	hates(X, Y) :- deatheater(X), muggle(Y)	1
magical(P)	magical(fawkes)	1
squib(_EX1)	squib(argus_filch)	1
destroyed(P, Y)	destroyed(neville_longbottom, nagini)	1
parent(james_potter, Y)	parent(james_potter, harry_potter)	1
female(_EX0)	female(nagini)	1
house(gryffindor, P)	house(gryffindor, remus_lupin)	1
parent(X, _EX3)	parent(arthur_weasley, charlie_weasley)	1
witch(_EX0)	witch(X) :- female(X), pure_blood(X)	1
professor(P)	professor(albus_dumbledore)	1
parent(_EX3, Y)	parent(molly_weasley, percy_weasley)	1
member_of(_EX3, death_eaters)	member_of(peter_pettigrew, death_eaters)	1
parent(ginny_weasley, Z)	parent(ginny_weasley, james_sirius_potter)	1
male(_EX2)	male(severus_snape)	1
house(gryffindor, _EX2)	house(gryffindor, charlie_weasley)	1
house(gryffindor, _EX2)	house(gryffindor, james_potter)	1
enemy(P, _EX2)	enemy(voldemort, wizarding_world)	1
parent(harry_potter, Z)	parent(harry_potter, lily_luna_potter)	1
member_of(Z, dumbledores_army)	member_of(colin_creevey, dumbledores_army)	1
parent(ginny_weasley, _EX3)	parent(ginny_weasley, lily_luna_potter)	1
house(gryffindor, _EX2)	house(gryffindor, parvati_patil)	1
parent(P, _EX4)	parent(molly_weasley, percy_weasley)	1
male(P)	male(cormac_mclaggen)	1
parent(ron_weasley, Y)	parent(ron_weasley, rose_weasley)	1
creature(Z)	creature(fawkes)	1
magical_creature(fluffy)	magical_creature(X) :- creature(X), magical(X)	1
parent(harry_potter, Z)	parent(harry_potter, albus_severus_potter)	1
enemy(X, P)	enemy(dolores_umbridge, ginny_weasley)	1
parent(P, Z)	parent(vernon_dursley, dudley_dursley)	1
ancestor(ginny_weasley, Y)	ancestor(X, Y) :- parent(X, Y)	1
parent(ron_weasley, _EX5)	parent(ron_weasley, hugo_weasley)	1
member_of(_EX2, dumbledores_army)	member_of(ron_weasley, dumbledores_army)	1
parent(X, _EX3)	parent(molly_weasley, charlie_weasley)	1
member_of(X, death_eaters)	member_of(draco_malfoy, death_eaters)	1
enemy(X, P)	enemy(dolores_umbridge, fred_weasley)	1
creature(Z)	creature(aragog)	1
male(_EX2)	male(cormac_mclaggen)	1
parent(_EX2, Z)	parent(vernon_dursley, dudley_dursley)	1
parent(P, X)	parent(harry_potter, james_sirius_potter)	1
parent(P, Y)	parent(alice_longbottom, neville_longbottom)	1
pure_blood(molly_weasley)	pure_blood(molly_weasley)	1
member_of(Y, death_eaters)	member_of(draco_malfoy, death_eaters)	1
parent(X, P)	parent(molly_weasley, charlie_weasley)	1
parent(P, _EX5)	parent(lucius_malfoy, draco_malfoy)	1
magical(norbert)	magical(norbert)	1
parent(P, Y)	parent(ginny_weasley, james_sirius_potter)	1
ancestor(P, Y)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	1
parent(X, _EX3)	parent(molly_weasley, ginny_weasley)	1
parent(P, _EX5)	parent(arthur_weasley, percy_weasley)	1
house(hufflepuff, P)	house(hufflepuff, nymphadora_tonks)	1
member_of(_EX5, death_eaters)	member_of(severus_snape, death_eaters)	1
enemy(P, _EX2)	enemy(quirinus_quirrell, harry_potter)	1
member_of(X, dumbledores_army)	member_of(george_weasley, dumbledores_army)	1
male(_EX2)	male(charlie_weasley)	1
member_of(_EX1, dumbledores_army)	member_of(ginny_weasley, dumbledores_army)	1
enemy(X, P)	enemy(dudley_dursley, harry_potter)	1
member_of(X, death_eaters)	member_of(voldemort, death_eaters)	1
parent(Z, P)	parent(petunia_dursley, dudley_dursley)	1
parent(Z, _EX3)	parent(xenophilius_lovegood, luna_lovegood)	1
member_of(Y, dumbledores_army)	member_of(cho_chang, dumbledores_army)	1
parent(X, P)	parent(arthur_weasley, percy_weasley)	1
member_of(Y, dumbledores_army)	member_of(seamus_finnigan, dumbledores_army)	1
muggleborn(lily_potter)	muggleborn(lily_potter)	1
house(gryffindor, P)	house(gryffindor, charlie_weasley)	1
parent(X, P)	parent(molly_weasley, ginny_weasley)	1
parent(X, _EX3)	parent(ginny_weasley, albus_severus_potter)	1
parent(P, Y)	parent(molly_weasley, ron_weasley)	1
creature(Z)	creature(hedwig)	1
creature(fawkes)	creature(fawkes)	1
parent(_EX3, Y)	parent(vernon_dursley, dudley_dursley)	1
teaches(P, care_of_magical_creatures)	teaches(rubeus_hagrid, care_of_magical_creatures)	1
member_of(Y, death_eaters)	member_of(voldemort, death_eaters)	1
squib(_EX3)	squib(argus_filch)	1
magical(scabbers)	magical(scabbers)	1
member_of(X, dumbledores_army)	member_of(ron_weasley, dumbledores_army)	1
in_hufflepuff(_EX5)	in_hufflepuff(X) :- house(hufflepuff, X)	1
evil(_EX3)	evil(X) :- deatheater(X)	1
enemy(P, X)	enemy(quirinus_quirrell, ron_weasley)	1
enemy(P, X)	enemy(dolores_umbridge, ginny_weasley)	1
parent(X, _EX3)	parent(hermione_granger, hugo_weasley)	1
pure_blood(arthur_weasley)	pure_blood(arthur_weasley)	1
squib(_EX4)	squib(argus_filch)	1
squib(_EX1)	squib(arabella_figg)	1
house(gryffindor, _EX1)	house(gryffindor, colin_creevey)	1
descendant(P, arthur_weasley)	descendant(X, Y) :- ancestor(Y, X)	1
pure_blood(P)	pure_blood(lucius_malfoy)	1
pure_blood(P)	pure_blood(bellatrix_lestrange)	1
parent(ginny_weasley, _EX5)	parent(ginny_weasley, lily_luna_potter)	1
ancestor(harry_potter, Z)	ancestor(X, Y) :- parent(X, Y)	1
parent(Z, P)	parent(harry_potter, lily_luna_potter)	1
enemy(P, harry_potter)	enemy(quirinus_quirrell, harry_potter)	1
member_of(P, dumbledores_army)	member_of(george_weasley, dumbledores_army)	1
parent(P, Z)	parent(petunia_dursley, dudley_dursley)	1
parent(P, Z)	parent(harry_potter, james_sirius_potter)	1
parent(P, _EX4)	parent(vernon_dursley, dudley_dursley)	1
member_of(parvati_patil, dumbledores_army)	member_of(parvati_patil, dumbledores_army)	1
magical_creature(P)	magical_creature(X) :- creature(X), magical(X)	1
pure_blood(_EX2)	pure_blood(arthur_weasley)	1
male(_EX2)	male(newt_scamander)	1
parent(P, _EX5)	parent(frank_longbottom, neville_longbottom)	1
house(slytherin, _EX2)	house(slytherin, lucius_malfoy)	1
enemy(P, Z)	enemy(quirinus_quirrell, hermione_granger)	1
male(_EX2)	male(gilderoy_lockhart)	1
parent(_EX2, P)	parent(harry_potter, lily_luna_potter)	1
deatheater(_EX0)	deatheater(X) :- member_of(X, death_eaters)	1
parent(_EX2, Z)	parent(xenophilius_lovegood, luna_lovegood)	1
ancestor(Z, _EX3)	ancestor(X, Y) :- parent(X, Y)	1
parent(ginny_weasley, P)	parent(ginny_weasley, james_sirius_potter)	1
parent(P, _EX4)	parent(harry_potter, lily_luna_potter)	1
enemy(P, _EX2)	enemy(petunia_dursley, harry_potter)	1
enemy(P, _EX2)	enemy(voldemort, rubeus_hagrid)	1
parent(_EX2, Z)	parent(petunia_dursley, dudley_dursley)	1
enemy(P, _EX2)	enemy(peter_pettigrew, sirius_black)	1
pure_blood(_EX2)	pure_blood(charlie_weasley)	1
enemy(P, harry_potter)	enemy(voldemort, harry_potter)	1
parent(X, P)	parent(arthur_weasley, bill_weasley)	1
parent(P, X)	parent(ron_weasley, rose_weasley)	1
parent(ginny_weasley, Y)	parent(ginny_weasley, lily_luna_potter)	1
wizard(P)	wizard(X) :- male(X), pure_blood(X)	1
enemy(P, Z)	enemy(petunia_dursley, harry_potter)	1
magical_pet(X, P)	magical_pet(X, Y) :- magical_creature(Y), owns(X, Y)	1
muggleborn(hermione_granger)	muggleborn(hermione_granger)	1
parent(_EX2, Z)	parent(molly_weasley, george_weasley)	1
member_of(_EX2, dumbledores_army)	member_of(ginny_weasley, dumbledores_army)	1
enemy(P, _EX2)	enemy(X, Y) :- member_of(X, death_eaters), member_of(Y, dumbledores_army)	1
member_of(X, dumbledores_army)	member_of(seamus_finnigan, dumbledores_army)	1
male(_EX2)	male(seamus_finnigan)	1
member_of(draco_malfoy, death_eaters)	member_of(draco_malfoy, death_eaters)	1
house(gryffindor, _EX2)	house(gryffindor, percy_weasley)	1
member_of(_EX5, death_eaters)	member_of(narcissa_malfoy, death_eaters)	1
muggleborn(_EX0)	muggleborn(colin_creevey)	1
house(gryffindor, _EX2)	house(gryffindor, lily_potter)	1
betrays(P, remus_lupin)	betrays(peter_pettigrew, remus_lupin)	1
parent(P, X)	parent(harry_potter, albus_severus_potter)	1
muggle(_EX3)	muggle(dudley_dursley)	1
enemy(P, Z)	enemy(X, Y) :- member_of(X, death_eaters), member_of(Y, dumbledores_army)	1
parent(Z, P)	parent(lily_potter, harry_potter)	1
wizard(P)	wizard(X) :- male(X), muggleborn(X)	1
house(gryffindor, P)	house(gryffindor, sirius_black)	1
parent(_EX2, P)	parent(arthur_weasley, fred_weasley)	1
wizard(P)	wizard(X) :- male(X), half_blood(X)	1
parent(_EX3, Y)	parent(molly_weasley, george_weasley)	1
house(gryffindor, _EX1)	house(gryffindor, parvati_patil)	1
member_of(_EX1, death_eaters)	member_of(peter_pettigrew, death_eaters)	1
parent(P, _EX4)	parent(arthur_weasley, fred_weasley)	1
parent(_EX2, P)	parent(ginny_weasley, james_sirius_potter)	1
pure_blood(P)	pure_blood(ron_weasley)	1
parent(Z, _EX3)	parent(ginny_weasley, james_sirius_potter)	1
ancestor(P, Y)	ancestor(X, Y) :- parent(X, Y)	1
parent(P, _EX5)	parent(hermione_granger, rose_weasley)	1
teaches(P, X)	teaches(remus_lupin, defense_against_the_dark_arts)	1
ancestor(P, neville_longbottom)	ancestor(X, Y) :- parent(X, Y)	1
male(P)	male(alastor_moody)	1
parent(P, _EX3)	parent(xenophilius_lovegood, luna_lovegood)	1
parent(X, P)	parent(hermione_granger, rose_weasley)	1
teaches(P, X)	teaches(severus_snape, defense_against_the_dark_arts)	1
pure_blood(P)	pure_blood(narcissa_malfoy)	1
parent(P, _EX4)	parent(molly_weasley, george_weasley)	1
half_blood(harry_potter)	half_blood(harry_potter)	1
magical(thestral)	magical(thestral)	1
parent(Z, _EX3)	parent(molly_weasley, ron_weasley)	1
parent(P, Z)	parent(lily_potter, harry_potter)	1
male(_EX2)	male(hugo_weasley)	1
female(_EX0)	female(dolores_umbridge)	1
parent(X, _EX3)	parent(arthur_weasley, ginny_weasley)	1
pure_blood(P)	pure_blood(george_weasley)	1
member_of(_EX5, dumbledores_army)	member_of(neville_longbottom, dumbledores_army)	1
house(slytherin, _EX1)	house(slytherin, gregory_goyle)	1
parent(P, _EX5)	parent(arthur_weasley, ginny_weasley)	1
parent(harry_potter, _EX5)	parent(harry_potter, james_sirius_potter)	1
parent(Z, P)	parent(frank_longbottom, neville_longbottom)	1
male(_EX2)	male(neville_longbottom)	1
parent(Z, P)	parent(arthur_weasley, ron_weasley)	1
member_of(P, order_of_the_phoenix)	member_of(arthur_weasley, order_of_the_phoenix)	1
enemy(P, Z)	enemy(draco_malfoy, harry_potter)	1
male(P)	male(regulus_black)	1
member_of(_EX1, death_eaters)	member_of(bellatrix_lestrange, death_eaters)	1
parent(X, _EX3)	parent(harry_potter, lily_luna_potter)	1
parent(_EX3, Y)	parent(petunia_dursley, dudley_dursley)	1
parent(_EX2, Z)	parent(frank_longbottom, neville_longbottom)	1
parent(X, P)	parent(arthur_weasley, ginny_weasley)	1
house(slytherin, _EX2)	house(slytherin, tom_riddle)	1
enemy(_EX4, seamus_finnigan)	enemy(X, Y) :- member_of(X, death_eaters), member_of(Y, dumbledores_army)	1
parent(X, P)	parent(molly_weasley, fred_weasley)	1
parent(_EX2, Z)	parent(james_potter, harry_potter)	1
parent(_EX2, Z)	parent(ginny_weasley, james_sirius_potter)	1
hates(narcissa_malfoy, _EX1)	hates(X, Y) :- deatheater(X), squib(Y)	1
member_of(_EX3, dumbledores_army)	member_of(cho_chang, dumbledores_army)	1
hates(P, _EX3)	hates(X, Y) :- deatheater(X), squib(Y)	1
member_of(severus_snape, order_of_the_phoenix)	member_of(severus_snape, order_of_the_phoenix)	1
member_of(_EX3, dumbledores_army)	member_of(seamus_finnigan, dumbledores_army)	1
male(P)	male(gregory_goyle)	1
enemy(X, P)	enemy(marge_dursley, harry_potter)	1
muggle(_EX1)	muggle(vernon_dursley)	1
male(_EX2)	male(sirius_black)	1
member_of(_EX2, death_eaters)	member_of(narcissa_malfoy, death_eaters)	1
member_of(P, death_eaters)	member_of(draco_malfoy, death_eaters)	1
male(P)	male(filius_flitwick)	1
creature(Z)	creature(unicorn)	1
parent(_EX2, Z)	parent(molly_weasley, ron_weasley)	1
descendant(_EX5, ginny_weasley)	descendant(X, Y) :- ancestor(Y, X)	1
male(_EX2)	male(regulus_black)	1
male(P)	male(godric_gryffindor)	1
in_slytherin(P)	in_slytherin(X) :- house(slytherin, X)	1
enemy(P, Z)	enemy(dolores_umbridge, fred_weasley)	1
magical(P)	magical(crookshanks)	1
parent(_EX3, Y)	parent(ginny_weasley, james_sirius_potter)	1
member_of(Z, dumbledores_army)	member_of(harry_potter, dumbledores_army)	1
in_slytherin(_EX5)	in_slytherin(X) :- house(slytherin, X)	1
parent(_EX3, ron_weasley)	parent(molly_weasley, ron_weasley)	1
parent(Z, P)	parent(arthur_weasley, percy_weasley)	1
muggle(_EX0)	muggle(vernon_dursley)	1
parent(_EX2, Z)	parent(narcissa_malfoy, draco_malfoy)	1
parent(P, _EX3)	parent(arthur_weasley, george_weasley)	1
enemy(peter_pettigrew, _EX1)	enemy(peter_pettigrew, remus_lupin)	1
enemy(P, harry_potter)	enemy(dolores_umbridge, harry_potter)	1
member_of(_EX5, dumbledores_army)	member_of(ginny_weasley, dumbledores_army)	1
muggleborn(P)	muggleborn(lily_potter)	1
parent(P, Z)	parent(arthur_weasley, charlie_weasley)	1
parent(P, Y)	parent(hermione_granger, rose_weasley)	1
member_of(P, death_eaters)	member_of(voldemort, death_eaters)	1
professor(P)	professor(remus_lupin)	1
in_hufflepuff(P)	in_hufflepuff(X) :- house(hufflepuff, X)	1
parent(_EX2, P)	parent(james_potter, harry_potter)	1
parent(P, harry_potter)	parent(james_potter, harry_potter)	1
parent(P, X)	parent(molly_weasley, charlie_weasley)	1
parent(X, _EX3)	parent(arthur_weasley, fred_weasley)	1
parent(_EX3, Y)	parent(molly_weasley, ron_weasley)	1
enemy(P, _EX2)	enemy(voldemort, ron_weasley)	1
muggleborn(_EX3)	muggleborn(colin_creevey)	1
parent(P, _EX5)	parent(ginny_weasley, albus_severus_potter)	1
parent(P, _EX4)	parent(james_potter, harry_potter)	1
house(gryffindor, P)	house(gryffindor, ron_weasley)	1
member_of(_EX3, death_eaters)	member_of(lucius_malfoy, death_eaters)	1
parent(harry_potter, _EX4)	parent(harry_potter, albus_severus_potter)	1
ancestor(ginny_weasley, james_sirius_potter)	ancestor(X, Y) :- parent(X, Y)	1
enemy(P, _EX2)	enemy(quirinus_quirrell, hermione_granger)	1
male(P)	male(vernon_dursley)	1
enemy(X, P)	enemy(voldemort, albus_dumbledore)	1
parent(X, P)	parent(ron_weasley, hugo_weasley)	1
parent(_EX2, Z)	parent(arthur_weasley, charlie_weasley)	1
hates(Y, _EX0)	hates(X, Y) :- deatheater(X), muggle(Y)	1
parent(_EX3, Y)	parent(narcissa_malfoy, draco_malfoy)	1
parent(P, X)	parent(arthur_weasley, percy_weasley)	1
magical(P)	magical(norbert)	1
enemy(P, Z)	enemy(voldemort, ron_weasley)	1
parent(harry_potter, _EX5)	parent(harry_potter, lily_luna_potter)	1
parent(P, X)	parent(molly_weasley, ginny_weasley)	1
house(hufflepuff, P)	house(hufflepuff, newt_scamander)	1
parent(P, Y)	parent(molly_weasley, fred_weasley)	1
member_of(_EX2, dumbledores_army)	member_of(hermione_granger, dumbledores_army)	1
muggleborn(_EX0)	muggleborn(hermione_granger)	1
teaches(P, X)	teaches(quirinus_quirrell, defense_against_the_dark_arts)	1
female(_EX0)	female(minerva_mccgonagall)	1
parent(arthur_weasley, P)	parent(arthur_weasley, percy_weasley)	1
male(_EX2)	male(rubeus_hagrid)	1
member_of(_EX4, dumbledores_army)	member_of(harry_potter, dumbledores_army)	1
muggleborn(_EX1)	muggleborn(hermione_granger)	1
muggleborn(_EX2)	muggleborn(myrtle_warren)	1
member_of(_EX1, dumbledores_army)	member_of(george_weasley, dumbledores_army)	1
parent(harry_potter, _EX5)	parent(harry_potter, albus_severus_potter)	1
enemy(X, P)	enemy(dolores_umbridge, hermione_granger)	1
female(_EX0)	female(nymphadora_tonks)	1
parent(james_potter, _EX4)	parent(james_potter, harry_potter)	1
parent(P, _EX3)	parent(molly_weasley, ron_weasley)	1
enemy(X, P)	enemy(gilderoy_lockhart, hermione_granger)	1
house(slytherin, _EX1)	house(slytherin, draco_malfoy)	1
male(_EX2)	male(lucius_malfoy)	1
house(slytherin, _EX2)	house(slytherin, bellatrix_lestrange)	1
teaches(P, X)	teaches(gilderoy_lockhart, defense_against_the_dark_arts)	1
member_of(Z, dumbledores_army)	member_of(parvati_patil, dumbledores_army)	1
member_of(_EX1, dumbledores_army)	member_of(ron_weasley, dumbledores_army)	1
house(slytherin, _EX2)	house(slytherin, vincent_crabbe)	1
parent(_EX2, P)	parent(arthur_weasley, charlie_weasley)	1
female(narcissa_malfoy)	female(narcissa_malfoy)	1
wizard(arthur_weasley)	wizard(X) :- male(X), pure_blood(X)	1
descendant(Y, _EX3)	descendant(X, Y) :- ancestor(Y, X)	1
enemy(P, Z)	enemy(X, Y) :- member_of(X, order_of_the_phoenix), member_of(Y, death_eaters)	1
parent(P, _EX4)	parent(arthur_weasley, charlie_weasley)	1
member_of(X, dumbledores_army)	member_of(hermione_granger, dumbledores_army)	1
house(slytherin, P)	house(slytherin, bellatrix_lestrange)	1
parent(P, X)	parent(arthur_weasley, bill_weasley)	1
