goal	rule	score
p6(X4, X5)	p6(a78, a85)	1
p8(X0, X1)	p8(a1, a53)	1
p4(X7, X9)	p4(a95, a39)	1
p8(a0, X3)	p8(a0, a6)	1
p4(X8, X0)	p4(a5, a48)	1
p3(X5)	p3(a87)	1
p6(X0, X5)	p6(a35, a14)	1
p6(a81, X5)	p6(a81, a0)	1
p4(X1, a0)	p4(a20, a0)	1
p8(X0, X5)	p8(a71, a37)	1
p4(X3, X0)	p4(a54, a0)	1
p8(X0, X3)	p8(a58, a11)	1
p4(X0, X6)	p4(a5, a48)	1
p4(X1, X1)	p4(a0, a0)	1
p8(X1, X0)	p8(a93, a17)	1
p6(X0, X5)	p6(a2, a0)	1
p8(X0, X1)	p8(a78, a19)	1
p6(X9, X7)	p6(a63, a12)	1
p6(X0, X5)	p6(a2, a12)	1
p7(X0, X1)	p7(a1, a90)	1
p4(X0, X2)	p4(a77, a6)	1
p6(X4, X9)	p6(a84, a0)	1
p4(X8, X0)	p4(a31, a70)	1
p4(X2, X0)	p4(a16, a0)	1
p1(a58, X8, X0, a11)	p1(X8, a0, a5, X0) :- p8(X8, X0)	1
p6(X0, X5)	p6(a7, a5)	1
p4(a0, X0)	p4(a0, a0)	1
p8(X0, X9)	p8(a77, a28)	1
p8(a93, X0)	p8(a93, a1)	1
p8(X0, X9)	p8(a75, a0)	1
p8(X0, X3)	p8(a6, a1)	1
p6(X0, a16)	p6(X6, X1) :- p4(a71, X6), p4(X1, X6)	1
p4(X0, X3)	p4(a43, a26)	1
p4(X8, X0)	p4(a77, a6)	1
p8(X0, X5)	p8(a93, a17)	1
p1(X4, X2, X7, a29)	p1(X8, a0, a5, X0) :- p8(X8, X0)	1
p8(X7, X0)	p8(a95, a16)	1
p3(X5)	p3(a50)	1
p8(X0, X9)	p8(a39, a91)	1
p8(X0, X1)	p8(X0, X0) :- p4(X0, X2)	1
p4(X1, X0)	p4(a60, a42)	1
p4(X0, X6)	p4(a71, a0)	1
p6(X0, X1)	p6(a0, a13)	1
p4(X5, X4)	p4(a16, a0)	1
p3(X5)	p3(a25)	1
p1(X2, a0, a5, a0)	p1(X8, a0, a5, X0) :- p8(X8, X0)	1
p6(X0, a0)	p6(a84, a0)	1
p4(X0, X2)	p4(a71, a0)	1
p8(X1, X0)	p8(a58, a11)	1
p3(X5)	p3(a43)	1
p4(X6, X0)	p4(a18, a0)	1
p8(X0, a0)	p8(a1, a0)	1
p7(X0, X1)	p7(a10, a94)	1
p4(X0, X1)	p4(a61, a27)	1
p8(X0, X1)	p8(a61, a28)	1
p4(X6, X0)	p4(a5, a48)	1
p1(X0, a0, a5, X0)	p1(X8, a0, a5, X0) :- p8(X8, X0)	1
p4(X5, X4)	p4(a20, a0)	1
p6(X9, X7)	p6(a34, a48)	1
p4(X0, X8)	p4(a43, a45)	1
p4(X3, X0)	p4(a16, a0)	1
p3(X5)	p3(a3)	1
p4(X5, X0)	p4(a70, a20)	1
p7(X0, X1)	p7(a13, a29)	1
p8(X4, a29)	p8(a89, a29)	1
p4(X0, X8)	p4(a0, a0)	1
p6(X4, X5)	p6(a0, a13)	1
p8(X0, X8)	p8(a63, a50)	1
p8(X1, X0)	p8(a71, a84)	1
p4(X6, X0)	p4(a31, a70)	1
p8(X0, X8)	p8(a0, a77)	1
p8(X3, X3)	p8(X0, X0) :- p4(X0, X2)	1
p4(X0, X3)	p4(a91, a10)	1
p1(X0, a0, X5, X0)	p1(X8, a0, a5, X0) :- p8(X8, X0)	1
p8(X7, X0)	p8(a19, a67)	1
p4(a43, X0)	p4(a43, a45)	1
p6(X0, X1)	p6(a37, a64)	1
p8(X8, a91)	p8(a39, a91)	1
p6(a1, a0)	p6(a1, a0)	1
p4(X5, X4)	p4(a71, a0)	1
p4(X6, X0)	p4(a0, a2)	1
p8(X0, X8)	p8(X0, X0) :- p4(X0, X2)	1
p4(X7, X0)	p4(a22, a10)	1
p8(a0, X3)	p8(a0, a10)	1
p4(X0, X9)	p4(a43, a26)	1
p8(X0, X5)	p8(a19, a67)	1
p4(X0, X3)	p4(a70, a20)	1
p4(X8, X0)	p4(a0, a2)	1
p4(X3, X0)	p4(a43, a26)	1
p8(X0, a19)	p8(a78, a19)	1
p4(X6, X0)	p4(a77, a6)	1
p8(X0, X4)	p8(a1, a0)	1
p6(a2, a0)	p6(a2, a0)	1
p4(X0, a0)	p4(a0, a0)	1
p8(X4, a28)	p8(a77, a28)	1
p6(X4, X9)	p6(a2, a12)	1
p8(X0, X4)	p8(a95, a16)	1
p6(X9, X7)	p6(a28, a70)	1
p8(X0, X9)	p8(a0, a10)	1
p6(X9, X7)	p6(a34, a40)	1
p1(X1, a0, a5, a49)	p1(X8, a0, a5, X0) :- p8(X8, X0)	1
p4(X1, a0)	p4(a0, a0)	1
p6(X4, X5)	p6(a37, a64)	1
p8(X0, X5)	p8(a71, a84)	1
p4(X2, X0)	p4(a70, a20)	1
p4(X5, X0)	p4(a70, a75)	1
p8(X1, X0)	p8(a39, a91)	1
p3(X5)	p3(a1)	1
p6(X4, X5)	p6(a28, a70)	1
p4(X0, X1)	p4(a20, a0)	1
p4(X0, X1)	p4(a18, a30)	1
p8(X0, a17)	p8(a93, a17)	1
p6(X0, X5)	p6(a43, a13)	1
p8(X0, X3)	p8(a0, a23)	1
p4(X5, X0)	p4(a0, a0)	1
p7(X0, X1)	p7(a4, a0)	1
p4(X0, X8)	p4(a43, a86)	1
p4(X0, X7)	p4(a43, a26)	1
p4(X0, X2)	p4(a31, a70)	1
p8(X0, X4)	p8(a0, a1)	1
p4(X7, X0)	p4(a54, a0)	1
p8(a77, X7)	p8(a77, a10)	1
p4(X0, X9)	p4(a91, a10)	1
p4(X0, X9)	p4(a54, a0)	1
p8(X0, a0)	p8(X0, X0) :- p4(X0, X2)	1
p4(X0, X1)	p4(a71, a0)	1
p4(X5, X4)	p4(a70, a20)	1
p8(X0, X1)	p8(a58, a11)	1
p4(X3, X0)	p4(a91, a10)	1
p8(a77, X8)	p8(a77, a10)	1
p4(X3, X3)	p4(a0, a0)	1
p6(X9, X7)	p6(a2, a54)	1
p1(X4, X9, a5, a28)	p1(X8, a0, a5, X0) :- p8(X8, X0)	1
p7(X0, X1)	p7(a21, a0)	1
p8(X0, X4)	p8(a22, a11)	1
p4(X0, X9)	p4(a3, a75)	1
p8(X1, X0)	p8(a77, a10)	1
p4(X1, X0)	p4(a71, a0)	1
p4(X3, X0)	p4(a3, a75)	1
p8(X1, X0)	p8(a89, a29)	1
p6(X0, X5)	p6(a14, a20)	1
p4(X0, X3)	p4(a18, a30)	1
p6(X4, X9)	p6(a73, a19)	1
p6(X0, a5)	p6(a13, a5)	1
p6(X4, X5)	p6(a94, a12)	1
p4(X0, X3)	p4(a21, a11)	1
p8(X0, X8)	p8(a11, a31)	1
p8(X8, X8)	p8(X0, X0) :- p4(X0, X2)	1
p4(X7, X9)	p4(a16, a0)	1
p8(X0, X1)	p8(a6, a1)	1
p4(X5, X0)	p4(a95, a39)	1
p8(X0, X1)	p8(a0, a77)	1
p8(X1, X0)	p8(a0, a10)	1
p8(X7, X0)	p8(a77, a10)	1
p8(X0, X4)	p8(a95, a49)	1
p4(X0, X6)	p4(a22, a10)	1
p4(X0, X6)	p4(a21, a11)	1
p4(a70, X0)	p4(a70, a75)	1
p4(X0, X7)	p4(a91, a10)	1
p4(a71, X8)	p4(a71, a0)	1
p1(a77, X5, X4, X8)	p1(X8, a0, a5, X0) :- p8(X8, X0)	1
p4(X8, X0)	p4(a70, a75)	1
p7(X0, X1)	p7(a1, a73)	1
p8(X7, X0)	p8(a89, a29)	1
p8(X0, X3)	p8(a75, a0)	1
p4(X5, X4)	p4(a70, a75)	1
p4(a18, X8)	p4(a18, a0)	1
p4(X0, X7)	p4(a3, a75)	1
p8(X4, a28)	p8(a61, a28)	1
p6(a18, a0)	p6(a18, a0)	1
p6(X0, a73)	p6(a27, a73)	1
p4(X7, X9)	p4(a18, a30)	1
p4(X8, X8)	p4(a0, a0)	1
p8(X0, X4)	p8(a71, a37)	1
p8(X0, X5)	p8(a89, a29)	1
p4(X0, X1)	p4(a0, a2)	1
p6(X4, X9)	p6(a29, a1)	1
p6(X4, X9)	p6(X6, X1) :- p4(a71, X6), p4(X1, X6)	1
p4(X0, X9)	p4(a16, a0)	1
p4(X1, X0)	p4(a70, a20)	1
p6(X0, X1)	p6(a4, a11)	1
p4(X5, X0)	p4(a13, a15)	1
p6(X0, X5)	p6(a63, a12)	1
p4(X0, X7)	p4(a31, a70)	1
p4(X0, X6)	p4(a60, a42)	1
p8(X0, X8)	p8(a44, a48)	1
p4(X2, X0)	p4(a95, a39)	1
p4(X5, X0)	p4(a33, a32)	1
p4(X5, X4)	p4(a21, a11)	1
p7(X0, X1)	p7(a29, a32)	1
p8(a0, X3)	p8(X0, X0) :- p4(X0, X2)	1
p1(a22, a0, X2, a11)	p1(X8, a0, a5, X0) :- p8(X8, X0)	1
p4(X0, a0)	p4(a71, a0)	1
p8(X0, X8)	p8(a77, a28)	1
p4(X0, X2)	p4(a43, a86)	1
p9(X0, a0)	p9(a91, a0)	1
p6(X0, X1)	p6(a7, a16)	1
p8(X0, X4)	p8(a71, a13)	1
p6(X4, X5)	p6(a4, a11)	1
p6(X9, X7)	p6(a60, a10)	1
p4(X8, X0)	p4(a17, a69)	1
p4(X7, X0)	p4(a43, a26)	1
p8(X0, X4)	p8(a93, a17)	1
p6(a0, X0)	p6(X6, X1) :- p4(a71, X6), p4(X1, X6)	1
p8(X7, X0)	p8(a71, a84)	1
p4(X8, X0)	p4(a95, a39)	1
p4(X6, X0)	p4(a70, a75)	1
p6(X4, X5)	p6(a33, a10)	1
p6(X9, X7)	p6(a7, a16)	1
p9(X0, X0)	p9(X6, X6) :- p4(X3, X6)	1
p4(X0, X3)	p4(a33, a32)	1
p8(X0, X8)	p8(a95, a16)	1
p4(X0, a0)	p4(a18, a0)	1
p8(X1, X0)	p8(a1, a53)	1
p6(X9, X7)	p6(a84, a32)	1
p8(X1, X0)	p8(a0, a23)	1
p4(X1, X0)	p4(a70, a75)	1
p4(X7, X7)	p4(a0, a0)	1
p6(X0, X5)	p6(X6, X1) :- p4(a71, X6), p4(X1, X6)	1
p6(X4, X5)	p6(a7, a16)	1
p4(X6, X0)	p4(a0, a0)	1
p4(X2, X0)	p4(a33, a32)	1
p8(X0, X9)	p8(a12, a53)	1
p6(X9, X7)	p6(a31, a14)	1
p4(X5, a0)	p4(a18, a0)	1
p8(X0, X3)	p8(a61, a28)	1
p8(X2, X2)	p8(X0, X0) :- p4(X0, X2)	1
p8(X1, X0)	p8(a78, a19)	1
p8(X0, X1)	p8(a0, a23)	1
p9(X0, a0)	p9(a0, a0)	1
p4(X0, X1)	p4(a22, a10)	1
p4(X0, X1)	p4(a21, a11)	1
p8(X7, X0)	p8(a0, a23)	1
p4(X5, X0)	p4(a18, a0)	1
p6(X4, X9)	p6(a21, a17)	1
p8(X7, X0)	p8(a39, a91)	1
p6(X0, X5)	p6(a48, a1)	1
p8(X2, a0)	p8(a1, a0)	1
p4(X8, X0)	p4(a13, a15)	1
p4(X7, X0)	p4(a91, a10)	1
p4(X1, X0)	p4(a21, a11)	1
p9(X9, X9)	p9(a0, a0)	1
p8(X0, X5)	p8(a1, a53)	1
p8(X0, X5)	p8(a0, a23)	1
p6(X4, X5)	p6(a33, a94)	1
p8(X0, X9)	p8(a44, a48)	1
p6(X0, X1)	p6(a2, a12)	1
p4(X7, X9)	p4(a43, a45)	1
p4(X8, X0)	p4(a33, a32)	1
p8(X7, X0)	p8(a78, a19)	1
p4(X2, X0)	p4(a60, a42)	1
p4(X5, X4)	p4(a33, a32)	1
p8(X0, X8)	p8(a22, a11)	1
p4(X7, X0)	p4(a70, a20)	1
p4(X6, X0)	p4(a17, a69)	1
p4(X0, X2)	p4(a70, a75)	1
p6(X9, X7)	p6(a2, a12)	1
p8(a0, X9)	p8(a0, a64)	1
p4(X5, X0)	p4(a0, a2)	1
p8(X0, X4)	p8(a71, a84)	1
p1(a78, X7, a5, a19)	p1(X8, a0, a5, X0) :- p8(X8, X0)	1
p6(X4, X5)	p6(a2, a12)	1
p9(X0, a0)	p9(a18, a0)	1
p4(X0, X8)	p4(a20, a0)	1
p7(X0, X1)	p7(a46, a11)	1
p4(X0, X1)	p4(a54, a0)	1
p6(X4, X5)	p6(a7, a5)	1
p4(X0, X6)	p4(a43, a26)	1
p4(X0, X8)	p4(a18, a30)	1
p4(X2, X0)	p4(a5, a48)	1
p8(X1, X0)	p8(a61, a28)	1
p6(X4, X9)	p6(a81, a0)	1
p8(X0, X1)	p8(a77, a28)	1
p0(a90, X0)	p0(a90, a23)	1
p6(a2, X5)	p6(a2, a12)	1
p4(X5, X4)	p4(a60, a42)	1
p4(a18, X0)	p4(a18, a0)	1
p1(a11, X3, X0, X4)	p1(X8, a0, a5, X0) :- p8(X8, X0)	1
p8(X0, X1)	p8(a75, a0)	1
p6(X4, X9)	p6(a99, a16)	1
p1(a0, a0, X1, X3)	p1(X8, a0, a5, X0) :- p8(X8, X0)	1
p4(X0, X7)	p4(a70, a20)	1
p4(X0, X8)	p4(a71, a0)	1
p8(X0, X4)	p8(a39, a91)	1
p8(X7, X0)	p8(a0, a10)	1
p6(X0, X5)	p6(a84, a0)	1
p8(X7, X0)	p8(a61, a28)	1
p4(X0, a0)	p4(a20, a0)	1
p4(X6, X0)	p4(a13, a15)	1
p4(X8, X0)	p4(a18, a0)	1
p4(X3, X0)	p4(a60, a42)	1
p4(a60, X0)	p4(a60, a42)	1
p8(a58, X5)	p8(a58, a11)	1
p4(a43, X0)	p4(a43, a26)	1
p4(X6, X0)	p4(a33, a32)	1
p0(X0, a11)	p0(a2, a11)	1
p8(a6, a1)	p8(a6, a1)	1
p8(X0, X5)	p8(a61, a28)	1
p4(X8, X0)	p4(a91, a10)	1
p4(X1, X0)	p4(a33, a32)	1
p6(X4, X9)	p6(a42, a1)	1
p4(X0, X6)	p4(a91, a10)	1
p6(X0, a0)	p6(a81, a0)	1
p4(X0, a86)	p4(a43, a86)	1
p8(X1, X0)	p8(a1, a0)	1
p4(X5, X0)	p4(a20, a0)	1
p4(X7, X0)	p4(a18, a30)	1
p6(X4, X9)	p6(a13, a5)	1
p4(X0, X3)	p4(a3, a75)	1
p4(X7, X0)	p4(a21, a11)	1
p6(X0, X5)	p6(a81, a0)	1
p6(X4, X5)	p6(a73, a19)	1
p4(X0, X6)	p4(a3, a75)	1
p4(X1, a0)	p4(a71, a0)	1
p6(X9, X7)	p6(a37, a64)	1
p7(X0, X1)	p7(a18, a19)	1
p4(X0, X7)	p4(a70, a75)	1
p8(X0, X8)	p8(a93, a17)	1
p4(X0, X1)	p4(a60, a42)	1
p8(X0, X4)	p8(a77, a10)	1
p6(X0, X5)	p6(a99, a16)	1
p4(X0, X2)	p4(a3, a75)	1
p6(X4, X9)	p6(a33, a10)	1
p8(X7, X0)	p8(a1, a0)	1
p8(a0, X9)	p8(a0, a23)	1
p8(X0, X4)	p8(a89, a29)	1
p6(a0, X1)	p6(X6, X1) :- p4(a71, X6), p4(X1, X6)	1
p4(X0, X2)	p4(a5, a48)	1
p4(a95, X0)	p4(a95, a39)	1
p1(a63, X0, a2, X1)	p1(a63, a46, a2, a84)	1
p6(X4, X9)	p6(a7, a16)	1
p4(X6, X6)	p4(a0, a0)	1
p8(X0, X5)	p8(a1, a0)	1
p4(X5, a2)	p4(a0, a2)	1
p8(X0, X4)	p8(a0, a10)	1
p6(X4, X9)	p6(a27, a73)	1
p4(X0, X9)	p4(a95, a39)	1
p8(a39, X0)	p8(a39, a91)	1
p1(a52, a32, X0, a3)	p1(a52, a32, a78, a3)	1
p4(X0, X1)	p4(a43, a26)	1
p4(X5, X4)	p4(a3, a75)	1
p8(X7, X0)	p8(a0, a1)	1
p8(X0, X3)	p8(a12, a53)	1
p3(X5)	p3(a18)	1
p8(X0, a60)	p8(X0, X0) :- p4(X0, X2)	1
p1(X8, X7, a5, a91)	p1(X8, a0, a5, X0) :- p8(X8, X0)	1
p7(a17, X0)	p7(a17, a51)	1
p4(a18, X0)	p4(a18, a30)	1
p8(X1, X0)	p8(a6, a1)	1
p8(X1, X0)	p8(a0, a77)	1
p0(a34, X0)	p0(a34, a19)	1
p8(X0, X9)	p8(a78, a19)	1
p6(X0, X5)	p6(a60, a10)	1
p4(X8, X0)	p4(a20, a0)	1
p4(X0, X7)	p4(a95, a39)	1
p8(X0, X3)	p8(a44, a48)	1
p4(X8, X0)	p4(a18, a30)	1
p4(X7, X0)	p4(a33, a32)	1
p4(X0, X3)	p4(a18, a0)	1
p4(X0, X6)	p4(a18, a30)	1
p6(X0, X1)	p6(a1, a0)	1
p4(X7, X9)	p4(a60, a42)	1
p7(X0, X1)	p7(a28, a70)	1
p3(X5)	p3(a82)	1
p6(X0, X5)	p6(a27, a73)	1
p6(X0, X1)	p6(a21, a17)	1
p4(X0, X1)	p4(a91, a10)	1
p8(X0, X5)	p8(a63, a50)	1
p4(X0, X3)	p4(a31, a70)	1
p8(X0, X5)	p8(a0, a77)	1
p4(X0, X8)	p4(a22, a10)	1
p6(X4, X5)	p6(a14, a20)	1
p4(X5, a0)	p4(a0, a0)	1
p4(X0, X8)	p4(a21, a11)	1
p4(X5, X0)	p4(a43, a45)	1
p8(X0, a54)	p8(X0, X0) :- p4(X0, X2)	1
p8(X7, X0)	p8(X0, X0) :- p4(X0, X2)	1
p1(X8, a0, X5, a53)	p1(X8, a0, a5, X0) :- p8(X8, X0)	1
p4(X1, X0)	p4(a54, a0)	1
p4(X0, X1)	p4(a3, a75)	1
p8(X0, X3)	p8(a39, a91)	1
p4(X2, X0)	p4(a31, a70)	1
p8(X0, X4)	p8(a1, a53)	1
p4(X7, X0)	p4(a60, a42)	1
p4(X0, X7)	p4(a13, a15)	1
p8(X0, X5)	p8(X0, X0) :- p4(X0, X2)	1
p4(X1, X0)	p4(a3, a75)	1
p2(X0, a70, a89)	p2(a19, a70, a89)	1
p8(X0, X9)	p8(a93, a1)	1
p9(X0, a0)	p9(a6, a0)	1
p8(a3, X1)	p8(X0, X0) :- p4(X0, X2)	1
p4(X0, X7)	p4(a33, a32)	1
p8(a93, X0)	p8(a93, a17)	1
p4(X0, X3)	p4(a77, a6)	1
p4(X7, X9)	p4(a31, a70)	1
p4(X0, X2)	p4(a0, a2)	1
p8(X7, X0)	p8(a12, a53)	1
p6(X0, X5)	p6(a73, a19)	1
p8(X0, X4)	p8(a78, a19)	1
p9(X6, X6)	p9(a0, a0)	1
p6(X9, X7)	p6(a4, a11)	1
p1(a58, X4, X7, X5)	p1(X8, a0, a5, X0) :- p8(X8, X0)	1
p4(X6, X0)	p4(a20, a0)	1
p6(X8, a18)	p6(X6, X1) :- p4(a71, X6), p4(X1, X6)	1
p4(X6, X0)	p4(a18, a30)	1
p8(X0, X0)	p8(X0, X0) :- p4(X0, X2)	1
p8(a78, a19)	p8(a78, a19)	1
p4(X0, X8)	p4(a54, a0)	1
p4(X0, X9)	p4(a5, a48)	1
p6(X4, X5)	p6(a63, a12)	1
p3(X5)	p3(a60)	1
p8(X0, X9)	p8(a67, a0)	1
p3(X5)	p3(a23)	1
p4(X7, X9)	p4(a77, a6)	1
p6(X3, X3)	p6(X6, X1) :- p4(a71, X6), p4(X1, X6)	1
p6(X4, X9)	p6(a12, a14)	1
p4(X3, X0)	p4(a5, a48)	1
p7(X0, X1)	p7(a14, a41)	1
p3(X5)	p3(a98)	1
p6(a81, a0)	p6(a81, a0)	1
p4(X0, X9)	p4(a31, a70)	1
p4(X0, a26)	p4(a43, a26)	1
p8(X0, X8)	p8(a77, a10)	1
p4(X0, X6)	p4(a33, a32)	1
p4(X3, X0)	p4(a31, a70)	1
p7(X0, X1)	p7(a42, a11)	1
p4(X5, X0)	p4(a43, a86)	1
p8(X0, X4)	p8(X0, X0) :- p4(X0, X2)	1
p8(X0, X3)	p8(a89, a29)	1
p8(X0, X8)	p8(a0, a64)	1
p8(X0, X9)	p8(a3, a45)	1
p4(X8, X0)	p4(a43, a45)	1
p4(X0, a0)	p4(a54, a0)	1
p6(X0, X1)	p6(a42, a1)	1
p4(X0, X7)	p4(a18, a0)	1
p6(X9, X7)	p6(X6, X1) :- p4(a71, X6), p4(X1, X6)	1
p9(a42, a42)	p9(X6, X6) :- p4(X3, X6)	1
p4(X1, a0)	p4(a54, a0)	1
p4(X0, X7)	p4(a5, a48)	1
p4(X0, X9)	p4(a77, a6)	1
p7(X0, X1)	p7(a28, a97)	1
p8(X0, X4)	p8(a61, a28)	1
p6(X9, X7)	p6(a33, a94)	1
p4(X5, X4)	p4(a0, a0)	1
p8(X0, X5)	p8(a11, a31)	1
p4(X0, X3)	p4(a43, a86)	1
p8(X0, X1)	p8(a12, a53)	1
p4(a21, X0)	p4(a21, a11)	1
p6(X4, X5)	p6(a16, a14)	1
p7(X0, X1)	p7(a0, a77)	1
p7(X0, X1)	p7(a15, a84)	1
p6(X4, X5)	p6(a42, a1)	1
p2(a12, a72, X0)	p2(a12, a72, a92)	1
p6(X0, X5)	p6(a12, a14)	1
p6(X9, X7)	p6(a48, a1)	1
p4(X7, X0)	p4(a3, a75)	1
p8(X7, X0)	p8(a58, a11)	1
p4(X0, X8)	p4(a16, a0)	1
p4(X0, X8)	p4(a60, a42)	1
p4(X1, X0)	p4(a31, a70)	1
p6(X0, X5)	p6(a37, a64)	1
p4(X3, X0)	p4(a18, a30)	1
p1(X1, X1, X6, X9)	p1(X8, a0, a5, X0) :- p8(X8, X0)	1
p8(X1, X0)	p8(a77, a28)	1
p9(X9, X9)	p9(X6, X6) :- p4(X3, X6)	1
p4(X6, X0)	p4(a70, a20)	1
p8(X0, X5)	p8(a58, a11)	1
p6(X0, X1)	p6(a28, a70)	1
p4(X0, X7)	p4(a77, a6)	1
p8(X0, X1)	p8(a44, a48)	1
p6(X0, X1)	p6(a27, a73)	1
p8(X1, X0)	p8(a75, a0)	1
p8(X0, X9)	p8(a11, a31)	1
p2(a16, a28, a51)	p2(a16, a28, a51)	1
p8(X0, X8)	p8(a0, a6)	1
p7(X0, X1)	p7(a17, a51)	1
p6(X0, X1)	p6(a31, a14)	1
p3(X5)	p3(a53)	1
p4(X6, X0)	p4(a43, a45)	1
p4(X1, X0)	p4(a77, a6)	1
p4(X8, X0)	p4(a43, a86)	1
p6(X0, X5)	p6(a21, a17)	1
p4(X0, a0)	p4(a16, a0)	1
p8(X0, X3)	p8(a71, a13)	1
p6(X4, X9)	p6(a14, a20)	1
p4(a91, X0)	p4(a91, a10)	1
p4(X0, X8)	p4(a43, a26)	1
p6(X0, X1)	p6(a33, a94)	1
p4(X5, X4)	p4(a43, a86)	1
p8(X7, X0)	p8(a75, a0)	1
p9(a11, a11)	p9(X6, X6) :- p4(X3, X6)	1
p6(X4, X5)	p6(a27, a73)	1
p8(X0, X5)	p8(a77, a28)	1
p4(X0, X9)	p4(a61, a27)	1
p4(X7, X9)	p4(a70, a20)	1
p6(X4, X5)	p6(a31, a14)	1
p6(X4, X9)	p6(a0, a12)	1
p8(X0, X8)	p8(a1, a53)	1
p7(X0, X1)	p7(a10, a86)	1
p6(a84, X5)	p6(a84, a32)	1
p3(X5)	p3(a90)	1
p6(X9, X7)	p6(a84, a0)	1
p4(X0, X3)	p4(a70, a75)	1
p8(X0, X4)	p8(a58, a11)	1
p8(X0, X9)	p8(a63, a50)	1
p8(X0, X5)	p8(a39, a91)	1
p6(X0, a5)	p6(a7, a5)	1
p6(X0, X1)	p6(a94, a12)	1
p6(X4, X9)	p6(a34, a40)	1
p4(X0, X2)	p4(a95, a39)	1
p8(X0, X8)	p8(a78, a19)	1
p8(X0, X3)	p8(a93, a1)	1
p1(a1, a0, X7, X8)	p1(X8, a0, a5, X0) :- p8(X8, X0)	1
p4(X2, X0)	p4(a70, a75)	1
p8(a95, X1)	p8(a95, a49)	1
p4(X0, X3)	p4(a0, a0)	1
p6(X0, X1)	p6(a58, a1)	1
p8(X0, X3)	p8(a63, a50)	1
p4(X0, X8)	p4(a91, a10)	1
p4(X3, X0)	p4(a70, a20)	1
p6(a0, X0)	p6(a0, a12)	1
p4(a5, X0)	p4(a5, a48)	1
p8(X0, a91)	p8(a39, a91)	1
p4(X5, X0)	p4(a61, a27)	1
p8(a1, a53)	p8(a1, a53)	1
p9(X3, X3)	p9(a0, a0)	1
p8(X0, X4)	p8(a6, a1)	1
p8(X0, X4)	p8(a0, a77)	1
p4(X0, X2)	p4(a0, a0)	1
p4(X7, X0)	p4(a31, a70)	1
p4(X6, X0)	p4(a43, a86)	1
p9(X2, X2)	p9(X6, X6) :- p4(X3, X6)	1
p8(X0, X3)	p8(a19, a67)	1
p4(X0, X8)	p4(a3, a75)	1
p2(a9, X1, X0)	p2(a9, a21, a35)	1
p8(X0, X3)	p8(X0, X0) :- p4(X0, X2)	1
p4(X1, X0)	p4(a43, a86)	1
p6(X0, X5)	p6(a0, a12)	1
p1(a10, X0, a47, a4)	p1(a10, a29, a47, a4)	1
p4(X0, X2)	p4(a13, a15)	1
p9(X0, X0)	p9(a0, a0)	1
p6(X4, X9)	p6(a2, a54)	1
p6(X4, X9)	p6(a2, a0)	1
p6(X0, X5)	p6(a42, a1)	1
p4(X7, X9)	p4(a21, a11)	1
p4(X8, X0)	p4(a0, a0)	1
p4(X7, X0)	p4(a77, a6)	1
p4(X0, X9)	p4(a70, a75)	1
p4(a17, X0)	p4(a17, a69)	1
p8(X0, X8)	p8(a61, a28)	1
p6(X0, X5)	p6(a78, a85)	1
p4(X3, X0)	p4(a70, a75)	1
p4(X6, X0)	p4(a54, a0)	1
p8(a0, X3)	p8(a0, a77)	1
p4(X8, X0)	p4(a60, a42)	1
p6(X0, X5)	p6(a4, a11)	1
p6(X4, X9)	p6(a16, a14)	1
p8(a0, X9)	p8(a0, a6)	1
p4(X5, a0)	p4(a20, a0)	1
p4(X0, X9)	p4(a0, a0)	1
p4(X0, X2)	p4(a43, a26)	1
p7(X0, X1)	p7(a72, a60)	1
p8(X2, a0)	p8(X0, X0) :- p4(X0, X2)	1
p8(X0, X8)	p8(a19, a67)	1
p6(X0, X1)	p6(a33, a10)	1
p6(X4, X9)	p6(a48, a1)	1
p8(X0, X8)	p8(a67, a0)	1
p8(a93, X5)	p8(a93, a1)	1
p9(X7, X7)	p9(X6, X6) :- p4(X3, X6)	1
p4(X0, X3)	p4(a5, a48)	1
p4(a54, X0)	p4(a54, a0)	1
p4(X0, X3)	p4(a13, a15)	1
p8(a95, X1)	p8(a95, a49)	1
p1(X8, a0, X5, a53)	p1(X8, a0, a5, X0) :- p8(X8, X0)	1
p4(X3, X0)	p4(a61, a27)	1
p4(X0, X8)	p4(a31, a70)	1
p8(X0, X5)	p8(a11, a31)	1
p4(X8, X0)	p4(a54, a0)	1
p6(X4, X5)	p6(a2, a54)	1
p4(X2, X0)	p4(a17, a69)	1
p4(X5, X4)	p4(a5, a48)	1
p8(X0, a70)	p8(X0, X0) :- p4(X0, X2)	1
p4(X7, X0)	p4(a61, a27)	1
p6(X9, X7)	p6(a31, a14)	1
p4(X7, X0)	p4(a43, a86)	1
p7(X0, a79)	p7(a17, a79)	1
p4(a61, X0)	p4(a61, a27)	1
p8(X0, a91)	p8(X0, X0) :- p4(X0, X2)	1
p6(X4, X9)	p6(a2, a54)	1
p4(X2, X0)	p4(a70, a20)	1
p1(X8, a0, X5, a53)	p1(X8, a0, a5, X0) :- p8(X8, X0)	1
p4(X8, X0)	p4(a43, a86)	1
p4(X5, X0)	p4(a3, a75)	1
p4(X1, X0)	p4(a18, a0)	1
p4(X0, X6)	p4(a18, a0)	1
p4(X3, X0)	p4(a70, a20)	1
p4(X1, X0)	p4(a91, a10)	1
